price,crime,nox,rooms,dist,radial,proptax,stratio,lowstat,lprice,lnox,lproptax
13600,.106,6.0900002,5.98,1.87,4,71.099998,20.1,18.07,9.5178251,1.8066481,6.5666723
20100,.111,6.0900002,5.98,2.1099999,4,71.099998,20.1,13.35,9.9084749,1.8066481,6.5666723
21800,.17299999,5.8499999,5.71,2.3800001,6,39.099998,19.200001,12.01,9.989665,1.7664417,5.9687076
24499,.28,5.8499999,5.9299998,2.3800001,6,39.099998,19.200001,13.59,10.106387,1.7664417,5.9687076
23100,.17900001,5.8499999,5.6700001,2.8,6,39.099998,19.200001,17.6,10.047588,1.7664417,5.9687076
19700,.28999999,5.8499999,5.3899999,2.8,6,39.099998,19.200001,21.139999,9.8883743,1.7664417,5.9687076
18300,.26800001,5.8499999,5.79,2.8900001,6,39.099998,19.200001,14.1,9.8146563,1.7664417,5.9687076
21200,.23899999,5.8499999,6.02,2.4100001,6,39.099998,19.200001,12.92,9.9617567,1.7664417,5.9687076
17500,.178,5.8499999,5.5700002,2.4000001,6,39.099998,19.200001,15.1,9.7699566,1.7664417,5.9687076
16800,.22400001,5.8499999,6.0300002,2.5,6,39.099998,19.200001,14.33,9.7291346,1.7664417,5.9687076
22400,.063000001,5.73,6.5900002,2.48,1,27.299999,21,9.6700001,10.016816,1.7457155,5.6094718
20600,.045000002,5.73,6.1199999,2.29,1,27.299999,21,9.0799999,9.9330463,1.7457155,5.6094718
23899,.061000001,5.73,6.98,2.1700001,1,27.299999,21,5.6399999,10.081592,1.7457155,5.6094718
22000,.11,5.73,6.79,2.3900001,1,27.299999,21,6.48,9.9987974,1.7457155,5.6094718
11900,.046999998,5.73,6.0300002,2.51,1,27.299999,21,7.8800001,9.3842936,1.7457155,5.6094718
